datum,value
2021-07-05T04:00:00,74
2021-07-05T06:00:00,78
2021-07-05T08:00:00,92
2021-07-05T10:00:00,72
2021-07-05T12:00:00,51
2021-07-05T14:00:00,46
2021-07-05T16:00:00,38
2021-07-05T18:00:00,34
2021-07-05T20:00:00,36
2021-07-05T22:00:00,42
2021-07-06T00:00:00,36
2021-07-06T02:00:00,44
2021-07-06T04:00:00,44
2021-07-06T06:00:00,85
2021-07-06T08:00:00,80
2021-07-06T10:00:00,134
2021-07-06T12:00:00,151
2021-07-06T14:00:00,174
2021-07-06T16:00:00,200
2021-07-06T18:00:00,191
2021-07-06T20:00:00,184
2021-07-06T22:00:00,158
2021-07-07T00:00:00,98
2021-07-07T02:00:00,75
2021-07-07T04:00:00,62
2021-07-07T06:00:00,63
2021-07-07T08:00:00,66
2021-07-07T10:00:00,75
2021-07-07T12:00:00,83
2021-07-07T14:00:00,78
2021-07-07T16:00:00,84
2021-07-07T18:00:00,96
2021-07-07T20:00:00,95
2021-07-07T22:00:00,74
2021-07-08T00:00:00,60
2021-07-08T02:00:00,45
2021-07-08T04:00:00,35
2021-07-08T06:00:00,37
2021-07-08T08:00:00,42
2021-07-08T10:00:00,45
2021-07-08T12:00:00,59
2021-07-08T14:00:00,56
2021-07-08T16:00:00,50
2021-07-08T18:00:00,55
2021-07-08T20:00:00,74
2021-07-08T22:00:00,77
2021-07-09T00:00:00,89
2021-07-09T02:00:00,78
2021-07-09T04:00:00,61
2021-07-09T06:00:00,57
2021-07-09T08:00:00,54
2021-07-09T10:00:00,42
2021-07-09T12:00:00,44
2021-07-09T14:00:00,40
2021-07-09T16:00:00,39
2021-07-09T18:00:00,63
2021-07-09T20:00:00,85
2021-07-09T22:00:00,75
2021-07-10T00:00:00,70
2021-07-10T02:00:00,57
2021-07-10T04:00:00,37
2021-07-10T06:00:00,38
2021-07-10T08:00:00,30
2021-07-10T10:00:00,26
2021-07-10T12:00:00,23
2021-07-10T14:00:00,25
2021-07-10T16:00:00,25
2021-07-10T18:00:00,29
2021-07-10T20:00:00,23
2021-07-10T22:00:00,21
2021-07-11T00:00:00,20
2021-07-11T02:00:00,18
2021-07-11T04:00:00,17
2021-07-11T06:00:00,16
2021-07-11T08:00:00,23
2021-07-11T10:00:00,31
2021-07-11T12:00:00,24
2021-07-11T14:00:00,20
2021-07-11T16:00:00,20
2021-07-11T18:00:00,23
2021-07-11T20:00:00,16
2021-07-11T22:00:00,16
2021-07-12T00:00:00,18
2021-07-12T02:00:00,23
2021-07-12T04:00:00,27
2021-07-12T06:00:00,33
2021-07-12T08:00:00,27
2021-07-12T10:00:00,25
2021-07-12T12:00:00,22
2021-07-12T14:00:00,27
2021-07-12T16:00:00,25
2021-07-12T18:00:00,31
2021-07-12T20:00:00,25
2021-07-12T22:00:00,30
2021-07-13T00:00:00,29
2021-07-13T02:00:00,30
2021-07-13T04:00:00,29
2021-07-13T06:00:00,32
2021-07-13T08:00:00,46
2021-07-13T10:00:00,77
2021-07-13T12:00:00,90
2021-07-13T14:00:00,102
2021-07-13T16:00:00,116
2021-07-13T18:00:00,125
2021-07-13T20:00:00,142
2021-07-13T22:00:00,135
2021-07-14T00:00:00,152
2021-07-14T02:00:00,174
2021-07-14T04:00:00,170
2021-07-14T06:00:00,135
2021-07-14T08:00:00,135
2021-07-14T10:00:00,139
2021-07-14T12:00:00,153
2021-07-14T14:00:00,144
2021-07-14T16:00:00,164
2021-07-14T18:00:00,168
2021-07-14T20:00:00,197
2021-07-14T22:00:00,181
2021-07-15T00:00:00,189
2021-07-15T02:00:00,183
2021-07-15T04:00:00,198
2021-07-15T06:00:00,193
2021-07-15T08:00:00,177
2021-07-15T10:00:00,158
2021-07-15T12:00:00,152
2021-07-15T14:00:00,170
2021-07-15T16:00:00,175
2021-07-22T13:30:00,49
2021-07-22T15:30:00,63
2021-07-22T17:30:00,68
2021-07-22T19:30:00,69
2021-07-22T21:30:00,75
2021-07-22T23:30:00,93
2021-07-23T01:30:00,89
2021-07-23T03:30:00,76
2021-07-23T05:30:00,76
2021-07-23T07:30:00,63
2021-07-23T09:30:00,62
2021-07-23T11:30:00,76
2021-07-23T13:30:00,92
2021-07-23T15:30:00,107
2021-07-23T17:30:00,128
2021-07-23T19:30:00,129
2021-07-23T21:30:00,122
2021-07-23T23:30:00,132
2021-07-24T01:30:00,117
2021-07-24T03:30:00,119
2021-07-24T05:30:00,121
2021-07-24T07:30:00,102
2021-07-24T09:30:00,86
2021-07-24T11:30:00,84
2021-07-24T13:30:00,93
2021-07-24T15:30:00,75
2021-07-24T17:30:00,74
2021-07-24T19:30:00,68
2021-07-24T21:30:00,55
2021-07-24T23:30:00,59
2021-07-25T01:30:00,66
2021-07-25T03:30:00,50
2021-07-25T05:30:00,44
2021-07-25T07:30:00,40
2021-07-25T09:30:00,36
2021-07-25T11:30:00,40
2021-07-25T13:30:00,51
2021-07-25T15:30:00,37
2021-07-25T17:30:00,39
2021-07-25T19:30:00,47
2021-07-25T21:30:00,43
2021-07-25T23:30:00,32
2021-07-26T01:30:00,38
