date,luna
2026-09-18T00:00:00,10
2026-09-26T00:00:00,20
2026-10-03T00:00:00,30
2026-10-10T00:00:00,0
2026-10-18T00:00:00,10
2026-10-25T00:00:00,20
2026-11-01T00:00:00,30
2026-11-08T00:00:00,0
2026-11-17T00:00:00,10
2026-11-24T00:00:00,20
2026-11-30T00:00:00,30
2026-12-08T00:00:00,0
2026-12-16T00:00:00,10
2026-12-23T00:00:00,20
2026-12-30T00:00:00,30
2027-01-07T00:00:00,0
2027-01-15T00:00:00,10
2027-01-22T00:00:00,20
2027-01-29T00:00:00,30
2027-02-06T00:00:00,0
2027-02-13T00:00:00,10
2027-02-20T00:00:00,20
2027-02-27T00:00:00,30
2027-03-08T00:00:00,0
2027-03-15T00:00:00,10
2027-03-22T00:00:00,20
2027-03-29T00:00:00,30
2027-04-06T00:00:00,0
2027-04-13T00:00:00,10
2027-04-20T00:00:00,20
2027-04-28T00:00:00,30
2027-05-06T00:00:00,0
2027-05-12T00:00:00,10
2027-05-20T00:00:00,20
2027-05-28T00:00:00,30
2027-06-04T00:00:00,0
2027-06-11T00:00:00,10
2027-06-18T00:00:00,20
2027-06-26T00:00:00,30
2027-07-03T00:00:00,0
2027-07-10T00:00:00,10
2027-07-18T00:00:00,20
2027-07-26T00:00:00,30
2027-08-02T00:00:00,0
2027-08-08T00:00:00,10
2027-08-17T00:00:00,20
2027-08-24T00:00:00,30
2027-08-31T00:00:00,0
2027-09-07T00:00:00,10
2027-09-15T00:00:00,20
2027-09-23T00:00:00,30
2027-09-29T00:00:00,0
2027-10-07T00:00:00,10
2027-10-15T00:00:00,20
2027-10-22T00:00:00,30
2027-10-29T00:00:00,0
2027-11-06T00:00:00,10
2027-11-13T00:00:00,20
2027-11-20T00:00:00,30
2027-11-27T00:00:00,0
2027-12-05T00:00:00,10
2027-12-13T00:00:00,20
2027-12-20T00:00:00,30
2027-12-27T00:00:00,0
